"3A_Code","Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group_En","Yearbook_Group_Fr","Yearbook_Group_Es","Yearbook_Group_Ar","Yearbook_Group_Cn","Yearbook_Group_Ru","ISSCAAP_Group_En","ISSCAAP_Group_Fr","ISSCAAP_Group_Es","ISSCAAP_Group_Ar","ISSCAAP_Group_Cn","ISSCAAP_Group_Ru","CPC_Class_En","CPC_Class_Fr","CPC_Class_Es","CPC_Class_Ar","CPC_Class_Cn","CPC_Class_Ru","CPC_Group_En","CPC_Group_Fr","CPC_Group_Es","CPC_Group_Ar","CPC_Group_Cn","CPC_Group_Ru"
"KPM","231010000203","16902","Clown crab","","","","","","Carpilius maculatus","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"EHH","231010000501","16903","Orange-hand stone crab","","","","","","Eriphia smithii","MacLaey 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"BNQ","231011000701","16904","Peppermint swimcrab","Étrille menthe poivrée","Juibe menta","سرطان عوم نَعْنع فُلْفُلِي","薄甲深栖梭子蟹","","Bathynectes piperitus","Manning & Holthuis 1981","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KPV","231001000110","16905","Arched box crab","Migraine arche","Cajeta bola","علبة سرطان خَيلُولي","拱形馒头蟹","","Calappa convexa","de Saussure 1853","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KPU","231001000111","16906","Small arched box crab","Petite migraine arche","Cajeta bola pequena","عُلبة سرطان خيلولية صغيرة","拱形小馒头蟹","","Calappa saussurei","Rathbun 1898","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"HFK","231001000203","16907","Havana box crab","Migraine havane","Cajeta habana","عُلبة سرطان كُوباني","尻氏肝形蟹","","Hepatus kossmanni","Neumann 1878","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"HFL","231001000204","16908","","Migraine tachetée","Cajeta moteada","عُلبة سرطان مُنقَّطة","点纹肝形蟹","","Hepatus lineatus","Rathbun 1898","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NUQ","2300XXXXXXXX","16909","Anomuran decapods nei","Décapodes anomura nca","Decápodos anomura nep","","","","Anomura","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UDQ","230019000206","16910","Swarming squat lobster","Galathée naine","Langostino enano","لانغوستين قزمِيّة","集群铠虾","","Munida gregaria","(Fabricius 1793)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GGQ","321008000101","16911","Greater argonaut","Argonaute papier","Argonauta común","العَنْقَريط الأكبر","大船蛸","","Argonauta argo","Linnaeus 1758","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Cuttlefish and squid, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"YHA","321017001001","16912","Deep-sea squid","Loutène abyssale","Batiluria","حبّارة سَحيقَة","深海软鱼","","Bathyteuthis abyssicola","Hoyle 1885","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Cuttlefish and squid, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"BQP","321018001001","16913","Ornate arm squid","Encornet bras courts orné","Braquiluria moteada","","","","Brachioteuthis picta","Chun 1910","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Cuttlefish and squid, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OQN","321009000524","16914","Moon octopus","Poulpe lune","Pulpo lunero","أُخطبوط قمر","月蛸","","Octopus selene","Voss 1971","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OKH","321009000503","16915","Tehuelche octopus","Poulpe téhuelche","Pulpo tehuelche","أُخطبوط طِهولش","德华蛸","","Octopus tehuelchus","d’Orbigny 1834","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OKE","321009000502","16916","Gloomy octopus","Poulpe sombre","Pulpo tétrico","أُخطبوط مُعتم","粗野蛸","","Octopus tetricus","Gould 1852","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OKJ","321009000505","16917","Whiparm octopus","Poulpe fouet","Pulpo antenado","أُخطبوط سَوْط","长蛸","","Octopus variabilis","(Sasaki 1929)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OKZ","321009000525","16918","Atlantic banded octopus","Poulpe zèbre","Pulpo acebrado","أُخطبوط مُبَقَّع أطلسي","大西洋条纹蛸","","Octopus zonatus","Voss 1968","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OQT","321009000523","16919","Spider octopus","Poulpe de Saluzzi","Pulpo arana","أُخطبوط العنكبوت","球形蛸","","Octopus salutii","Verany 1837","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OKT","321009000501","16920","","","","","","","Octopus tenuicirrus","(Sasaki 1929)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OQI","321009000521","16921","","","","","","","Octopus minor","(Sasaki 1920)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OQV","321009000522","16922","","","","","","","Octopus oliveri","(Berry 1914)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OTQ","321009000510","16923","Caribbean reef octopus","Poulpe ris","Pulpo de arrecife","أخطبوط الرصيف كاريبان","粗体蛸","","Octopus briareus","Robson 1929","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OQY","321009000519","16924","Mexican four-eyed octopus","Poulpe mexicain","Pulpo mexicano","أُخطبوط مكسيكي","墨西哥蛸","","Octopus maya","Voss & Solis 1966","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OUJ","321009000509","16925","Sandbird octopus","Poulpe des sables","Pulpo reticulado","أُخطبوط الرمال","沙蛸","","Octopus aegina","Gray 1849","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OTY","321009000508","16926","Brownstriped octopus","Poulpe à rayures bleues","Pulpo granuloso","أُخطُبُوط ذو خُطوط زرقاء","棕纹蛸","","Octopus burryi","Voss 1950","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OCQ","321009000511","16927","Chestnut octopus","Poulpe casse-noix","Pulpo espadaña","أُخطبوط كَسْر جَوْزة","栗树蛸","","Octopus conispadiceus","(Sasaki 1917)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OQC","321009000504","16928","Big blue octopus","Gros poulpe bleu","Pulpo azulón","أُخطبوط أزرق ضخم","青蛸","","Octopus cyaneus","Gray 1849","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OCJ","321009006201","16929","Fourhorn octopus","Poulpe à quatre cornes","Pulpo cuatro cuernos","أُخطبزط ذو أربعة قُرون","四角羽蛸","","Pteroctopus tetracirrhus","(Delle Chiaje 1830)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"UGU","321009006001","16930","Unihorn octopus","Poulpe licorne","Pulpo unicornio","أُخطبوط حَرِيش البحر","单角蛸","","Scaeurgus unicirrhus","(d’Orbigny 1840)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"TLQ","321009004401","16931","Spiney-horn octopus","Poulpe cornu","Pulpo cornudo","أُخطبوط مُقرَّن","角刺四角蛸","","Tetracheledone spinicirrhus","Voss 1955","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Octopus, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"OKS","321021000101","16932","Ruppell's octopus squid","Encornet-poulpe de Ruppell","Pulpito volador","ذو الأذرع العشر-أُخطبوط رُوبَال","蛸乌贼","","Octopoteuthis sicula","Rüppell 1848","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Cuttlefish and squid, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
"NID","321021001001","16933","Dana octopus squid","Encornet poulpe dana","Pulpota","","","","Taningia danae","Joubin 1931","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Squids, cuttlefishes, octopuses","Encornets, seiches, poulpes","Calamares, jibias, pulpos","","","","Cuttlefish and squid, live, fresh or chilled","","","","","","Molluscs live, fresh or chilled","","","","",""
